%  Name/ID : Pilot 
%  Gender:  male
%  Age: 9
% weight(kg):0
% Height(cm):0
%  Wheel Size :24 in/540mm
%  Wheel Side :Right 
%  S/N :PRO00008
%  Comment:%  Data were taken at 00/00/0000 0:00:00 PM
% Comment : 
%%%%%
%Time(s) 	Push Start 	Push End 	Fx 	Fy 	Fz 	Tx 	Ty 	Tz 	Angle 
45.665000	0.000000	0.000000	0.563296	-0.658967	-1.452218	-0.172704	-0.287555	0.251062	9707.561687
45.670000	0.000000	0.000000	0.362636	-0.829845	-0.668540	-0.193331	-0.352876	0.264664	9707.742962
45.675000	0.000000	0.000000	0.145994	-1.119801	-0.460225	-0.203970	-0.397347	0.255375	9708.396648
45.680000	0.000000	0.000000	-0.057300	-1.485475	-0.941490	-0.207422	-0.413551	0.229404	9709.506302
45.685000	0.000000	0.000000	-0.200858	-1.839393	-1.992206	-0.209764	-0.402723	0.199050	9711.450916
45.690000	0.000000	0.000000	-0.233946	-2.079454	-3.302438	-0.217440	-0.373951	0.178666	9711.187244
45.695000	0.000000	0.000000	-0.127738	-2.132756	-4.489084	-0.233597	-0.340107	0.179547	9712.368275
45.700000	0.000000	0.000000	0.105904	-1.988260	-5.232949	-0.255885	-0.312921	0.205831	9711.879383
45.705000	0.000000	0.000000	0.413779	-1.696771	-5.384885	-0.277264	-0.299529	0.253183	9713.692162
45.710000	0.000000	0.000000	0.716202	-1.341015	-5.006167	-0.289491	-0.301496	0.310711	9713.802025
45.715000	0.000000	0.000000	0.934401	-0.998580	-4.332310	-0.287276	-0.316015	0.365168	9715.406029
45.720000	0.000000	0.000000	1.028443	-0.719243	-3.675919	-0.270859	-0.338220	0.405690	9716.570614
45.725000	0.000000	0.000000	1.022821	-0.524208	-3.305875	-0.245870	-0.363319	0.427174	9717.526424
45.730000	0.000000	0.000000	0.993015	-0.419946	-3.349726	-0.220885	-0.387855	0.431027	9718.427338
45.735000	0.000000	0.000000	1.022725	-0.411409	-3.757333	-0.204054	-0.410284	0.423160	9718.888763
45.740000	0.000000	0.000000	1.164643	-0.504886	-4.338138	-0.200306	-0.431306	0.410439	9718.712982
45.745000	0.000000	0.000000	1.428434	-0.704579	-4.853714	-0.210098	-0.453901	0.397418	9721.135502
45.750000	0.000000	0.000000	1.795667	-1.014176	-5.124808	-0.229856	-0.482628	0.384718	9721.300297
45.755000	0.000000	0.000000	2.249490	-1.444981	-5.104610	-0.253633	-0.522000	0.369078	9721.300297
45.760000	0.000000	0.000000	2.807849	-2.017761	-4.884661	-0.275229	-0.574447	0.344035	9723.706337
45.765000	0.000000	0.000000	3.533400	-2.748925	-4.637835	-0.290159	-0.638793	0.300497	9723.074623
45.770000	0.000000	0.000000	4.506006	-3.624867	-4.539365	-0.297154	-0.710329	0.227489	9724.376503
45.775000	0.000000	0.000000	5.786632	-4.577905	-4.709132	-0.298781	-0.783016	0.113825	9724.815990
45.780000	0.000000	0.000000	7.396119	-5.483486	-5.189661	-0.300748	-0.852880	-0.049254	9725.645458
45.785000	0.000000	0.000000	9.304908	-6.190679	-5.948149	-0.309705	-0.920431	-0.265455	9727.238510
45.790000	0.000000	0.000000	11.428929	-6.575977	-6.887049	-0.330255	-0.990414	-0.532190	9727.441757
45.795000	0.000000	0.000000	13.637010	-6.593000	-7.857669	-0.362670	-1.068771	-0.841335	9727.771347
45.800000	0.000000	0.000000	15.775535	-6.291514	-8.681142	-0.402645	-1.158374	-1.181524	9729.034775
45.805000	0.000000	0.000000	17.701211	-5.797185	-9.182645	-0.443214	-1.255756	-1.540905	9730.243305
45.810000	0.000000	0.000000	19.307324	-5.262081	-9.234994	-0.477725	-1.350670	-1.909440	9730.495991
45.815000	0.000000	0.000000	20.542797	-4.804617	-8.795229	-0.502186	-1.429076	-2.280138	9730.627827
45.820000	0.000000	0.000000	21.428500	-4.461355	-7.917342	-0.515822	-1.478423	-2.648885	9732.122002
45.825000	1.000000	0.000000	22.061744	-4.174372	-6.737601	-0.519888	-1.492853	-3.012944	9733.951260
45.830000	0.000000	0.000000	22.594036	-3.826967	-5.442989	-0.515920	-1.475909	-3.368985	9733.995205
45.835000	0.000000	0.000000	23.187105	-3.312887	-4.237175	-0.504845	-1.439510	-3.712005	9734.912563
45.840000	0.000000	0.000000	23.967567	-2.601416	-3.311656	-0.487497	-1.399690	-4.036031	9736.445190
45.845000	0.000000	0.000000	24.993105	-1.763253	-2.819898	-0.465867	-1.370936	-4.336249	9735.665127
45.850000	0.000000	0.000000	26.240615	-0.942970	-2.849001	-0.443699	-1.361485	-4.611174	9737.659197
45.855000	0.000000	0.000000	27.620270	-0.295201	-3.391295	-0.425643	-1.371414	-4.863445	9738.647966
45.860000	0.000000	0.000000	29.007095	0.076919	-4.331535	-0.415562	-1.394109	-5.098943	9738.356829
45.865000	0.000000	0.000000	30.287840	0.153891	-5.469415	-0.415374	-1.420469	-5.325040	9739.768589
45.870000	0.000000	0.000000	31.410569	-0.004088	-6.579714	-0.425180	-1.443957	-5.549002	9739.526890
45.875000	0.000000	0.000000	32.406082	-0.288760	-7.485364	-0.444182	-1.464075	-5.776916	9741.185860
45.880000	0.000000	0.000000	33.368742	-0.581246	-8.108947	-0.471386	-1.486567	-6.012885	9741.685738
45.885000	0.000000	0.000000	34.403565	-0.780327	-8.482882	-0.505737	-1.520350	-6.258258	9743.663311
45.890000	0.000000	0.000000	35.556420	-0.822703	-8.719602	-0.546076	-1.572588	-6.510923	9743.267803
45.895000	0.000000	0.000000	36.771912	-0.690729	-8.956353	-0.591084	-1.644193	-6.764949	9743.932476
45.900000	0.000000	0.000000	37.919656	-0.400538	-9.295560	-0.639067	-1.727747	-7.010909	9745.706802
45.905000	0.000000	0.000000	38.866968	0.014246	-9.763607	-0.687709	-1.808747	-7.237183	9746.909822
45.910000	0.000000	0.000000	39.541379	0.504361	-10.304991	-0.734161	-1.869849	-7.432470	9746.470352
45.915000	0.000000	0.000000	39.958832	1.002143	-10.813874	-0.775511	-1.896845	-7.589375	9746.805452
45.920000	0.000000	0.000000	40.216938	1.430235	-11.188266	-0.809344	-1.884242	-7.708099	9748.673145
45.925000	0.000000	0.000000	40.448651	1.714945	-11.381531	-0.834264	-1.838047	-7.798352	9748.931341
45.930000	0.000000	0.000000	40.757346	1.796899	-11.424800	-0.850367	-1.774449	-7.877748	9749.491644
45.935000	0.000000	0.000000	41.180548	1.644635	-11.405989	-0.859662	-1.714881	-7.966414	9750.568321
45.940000	0.000000	0.000000	41.698519	1.267467	-11.416288	-0.866327	-1.679359	-8.079862	9751.474710
45.945000	0.000000	0.000000	42.267301	0.720134	-11.497250	-0.876445	-1.680544	-8.223390	9751.842752
45.950000	0.000000	0.000000	42.855117	0.103082	-11.620380	-0.896802	-1.720717	-8.390626	9752.562374
45.955000	0.000000	0.000000	43.462481	-0.446217	-11.707075	-0.932993	-1.792530	-8.566752	9754.638824
45.960000	0.000000	0.000000	44.111555	-0.786528	-11.671820	-0.987615	-1.882820	-8.734767	9754.600372
45.965000	0.000000	0.000000	44.816813	-0.825141	-11.464742	-1.059246	-1.977589	-8.881885	9755.962694
45.970000	0.000000	0.000000	45.566910	-0.556858	-11.100332	-1.142535	-2.066107	-9.003321	9755.902269
45.975000	0.000000	0.000000	46.333385	-0.063123	-10.670138	-1.229575	-2.142826	-9.102146	9757.160221
45.980000	0.000000	0.000000	47.093156	0.524221	-10.335963	-1.312530	-2.207111	-9.185991	9757.791935
45.985000	0.000000	0.000000	47.838390	1.067861	-10.293946	-1.386676	-2.261634	-9.262888	9757.852377
45.990000	0.000000	0.000000	48.565683	1.461448	-10.705670	-1.452287	-2.310525	-9.338613	9759.450905
45.995000	0.000000	0.000000	49.263006	1.659664	-11.616354	-1.514139	-2.358024	-9.416704	9760.489130
46.000000	0.000000	0.000000	49.910874	1.697267	-12.905357	-1.579033	-2.407875	-9.500456	9762.554594
46.005000	0.000000	0.000000	50.493786	1.676102	-14.311235	-1.652895	-2.463262	-9.594988	9761.549328
46.010000	0.000000	0.000000	51.013804	1.716231	-15.533153	-1.738808	-2.526928	-9.707413	9762.631498
46.015000	0.000000	0.000000	51.502153	1.898938	-16.360815	-1.836254	-2.601163	-9.844486	9763.323637
46.020000	0.000000	0.000000	52.019672	2.232683	-16.764757	-1.941264	-2.687368	-10.008850	9764.048752
46.025000	0.000000	0.000000	52.639309	2.655440	-16.899672	-2.047262	-2.785220	-10.196028	9765.548403
46.030000	0.000000	0.000000	53.414392	3.064400	-17.018155	-2.146611	-2.891672	-10.393930	9765.987873
46.035000	0.000000	0.000000	54.346828	3.356314	-17.335059	-2.232769	-3.000208	-10.585427	9766.927221
46.040000	0.000000	0.000000	55.373738	3.470251	-17.907572	-2.302443	-3.100845	-10.753172	9767.476538
46.045000	0.000000	0.000000	56.379739	3.421884	-18.595252	-2.356700	-3.181423	-10.884795	9769.283823
46.050000	0.000000	0.000000	57.226514	3.305984	-19.130815	-2.400247	-3.230406	-10.976204	9769.646372
46.055000	0.000000	0.000000	57.789697	3.253869	-19.272619	-2.438995	-3.240796	-11.031608	9770.239651
46.060000	0.000000	0.000000	58.004401	3.370571	-18.956145	-2.476995	-3.214022	-11.060736	9770.942776
46.065000	0.000000	0.000000	57.917597	3.689119	-18.354701	-2.514466	-3.162304	-11.075053	9772.623718
46.070000	0.000000	0.000000	57.725554	4.152859	-17.808239	-2.548326	-3.108157	-11.084765	9773.035706
46.075000	0.000000	0.000000	57.769677	4.624458	-17.655205	-2.575142	-3.080618	-11.097498	9775.392307
46.080000	0.000000	0.000000	58.473253	4.919772	-18.063903	-2.594677	-3.108958	-11.118409	9774.842991
46.085000	0.000000	0.000000	60.219678	4.860815	-18.964386	-2.611473	-3.215450	-11.150864	9775.430759
46.090000	0.000000	0.000000	63.206218	4.342568	-20.112808	-2.633044	-3.408854	-11.196775	9776.518423
46.095000	0.000000	0.000000	67.328874	3.388537	-21.227201	-2.665649	-3.679931	-11.256168	9777.644539
46.100000	0.000000	0.000000	72.151157	2.159584	-22.098268	-2.710271	-4.000346	-11.326205	9777.941170
46.105000	0.000000	0.000000	76.989143	0.914630	-22.624254	-2.761007	-4.326521	-11.400412	9779.742962
46.110000	0.000000	0.000000	81.096042	-0.058781	-22.791658	-2.806627	-4.608981	-11.468947	9780.599913
46.115000	0.000000	0.000000	83.877552	-0.526074	-22.655974	-2.834580	-4.805215	-11.520416	9781.407408
46.120000	0.000000	0.000000	85.056153	-0.365910	-22.348635	-2.835676	-4.891797	-11.545082	9782.687349
46.125000	0.000000	0.000000	84.722565	0.411913	-22.084105	-2.807593	-4.871127	-11.538499	9783.939808
46.130000	0.000000	0.000000	83.256301	1.676720	-22.120088	-2.756154	-4.770088	-11.504024	9784.549549
46.135000	0.000000	0.000000	81.158665	3.202579	-22.658160	-2.694215	-4.631307	-11.452718	9785.307623
46.140000	0.000000	0.000000	78.883430	4.717606	-23.729275	-2.638584	-4.500577	-11.400331	9786.027245
46.145000	0.000000	0.000000	76.739457	5.982507	-25.132018	-2.605668	-4.414930	-11.362674	9786.779808
46.150000	0.000000	0.000000	74.882381	6.870689	-26.463982	-2.606851	-4.394807	-11.351315	9789.564894
46.155000	0.000000	0.000000	73.356108	7.396443	-27.240632	-2.645025	-4.441723	-11.371045	9788.933163
46.160000	0.000000	0.000000	72.138945	7.674970	-27.063133	-2.713679	-4.540959	-11.419782	9790.202101
46.165000	0.000000	0.000000	71.182584	7.855236	-25.781138	-2.799254	-4.667567	-11.491160	9790.647064
46.170000	0.000000	0.000000	70.451910	8.065407	-23.593746	-2.886044	-4.793563	-11.579343	9791.608385
46.175000	0.000000	0.000000	69.964274	8.386408	-21.041263	-2.961624	-4.894729	-11.684677	9793.212406
46.180000	0.000000	0.000000	69.810106	8.853542	-18.866568	-3.020427	-4.956180	-11.818024	9794.783468
46.185000	0.000000	0.000000	70.134493	9.466352	-17.773919	-3.064329	-4.975903	-12.001638	9795.124062
46.190000	0.000000	0.000000	71.078994	10.197743	-18.174570	-3.100572	-4.965107	-12.265298	9795.250404
46.195000	0.000000	0.000000	72.707929	11.017890	-20.037543	-3.138346	-4.944516	-12.637958	9796.568781
46.200000	0.000000	0.000000	74.952785	11.930270	-22.917281	-3.185449	-4.937176	-13.137023	9797.458691
46.205000	0.000000	0.000000	77.601243	12.990903	-26.133288	-3.245948	-4.960255	-13.758782	9799.848251
46.210000	0.000000	0.000000	80.339593	14.291650	-29.006853	-3.319101	-5.018978	-14.473924	9799.397795
46.215000	0.000000	0.000000	82.834400	15.919479	-31.056111	-3.399538	-5.104864	-15.231127	9801.540163
46.220000	0.000000	0.000000	84.823691	17.917242	-32.090912	-3.478662	-5.198721	-15.969060	9802.023579
46.225000	0.000000	0.000000	86.187896	20.260500	-32.197322	-3.547098	-5.277238	-16.633507	9802.798115
46.230000	0.000000	0.000000	86.980762	22.861206	-31.639399	-3.597554	-5.320838	-17.193388	9804.248344
46.235000	0.000000	0.000000	87.411852	25.594961	-30.728657	-3.627054	-5.319945	-17.649309	9806.247890
46.240000	0.000000	0.000000	87.782800	28.326561	-29.716553	-3.637511	-5.277246	-18.030936	9805.517282
46.245000	0.000000	0.000000	88.391544	30.924039	-28.747505	-3.634116	-5.205057	-18.383996	9807.324568
46.250000	0.000000	0.000000	89.431106	33.274758	-27.874621	-3.621982	-5.118933	-18.751823	9808.241926
46.255000	0.000000	0.000000	90.914860	35.307858	-27.106401	-3.602579	-5.030216	-19.158437	9809.851458
46.260000	0.000000	0.000000	92.653696	37.006483	-26.441261	-3.571800	-4.940501	-19.599100	9812.169607
46.265000	0.000000	0.000000	94.294668	38.393454	-25.865309	-3.520628	-4.840103	-20.040944	9811.510410
46.270000	0.000000	0.000000	95.409960	39.501887	-25.324201	-3.438066	-4.711108	-20.432409	9812.900198
46.275000	0.000000	0.000000	95.607559	40.355927	-24.704735	-3.314974	-4.533928	-20.717496	9813.669258
46.280000	0.000000	0.000000	94.631101	40.964703	-23.855892	-3.147314	-4.294841	-20.849730	9814.943689
46.285000	0.000000	0.000000	92.425819	41.320590	-22.647536	-2.937590	-3.991258	-20.801725	9815.795147
46.290000	0.000000	0.000000	89.158185	41.401748	-21.033100	-2.694036	-3.632423	-20.568331	9817.201414
46.295000	0.000000	0.000000	85.177468	41.179333	-19.073881	-2.427845	-3.235555	-20.163299	9818.278091
46.300000	0.000000	0.000000	80.908659	40.625944	-16.905902	-2.149269	-2.819500	-19.610728	9818.739534
46.305000	0.000000	0.000000	76.692910	39.723490	-14.672353	-1.863770	-2.398585	-18.933619	9820.903875
46.310000	0.000000	0.000000	72.637803	38.466347	-12.472091	-1.569617	-1.978674	-18.142698	9821.859686
46.315000	0.000000	0.000000	68.558776	36.854268	-10.358372	-1.258189	-1.556393	-17.229205	9823.156107
46.320000	0.000000	0.000000	64.055153	34.878252	-8.373538	-0.917369	-1.121436	-16.165004	9823.947123
46.325000	0.000000	0.000000	58.693405	32.509890	-6.571868	-0.537317	-0.661340	-14.911734	9825.111691
46.330000	0.000000	0.000000	52.212014	29.706680	-4.996311	-0.117168	-0.167910	-13.437640	9826.193861
46.335000	0.000000	0.000000	44.653042	26.439628	-3.620490	0.329119	0.355624	-11.737206	9827.737474
46.340000	0.000000	0.000000	36.371976	22.731016	-2.304449	0.769680	0.888447	-9.846660	9829.292057
46.345000	0.000000	0.000000	27.941167	18.682233	-0.812493	1.156583	1.389831	-7.848962	9829.819418
46.350000	0.000000	0.000000	19.999029	14.482621	1.094466	1.434189	1.803853	-5.864842	9830.824667
46.355000	0.000000	0.000000	13.100759	10.397064	3.525567	1.553617	2.072268	-4.031040	9831.857399
46.360000	0.000000	0.000000	7.610772	6.730421	6.347743	1.489755	2.152670	-2.471509	9833.307629
46.365000	0.000000	0.000000	3.655230	3.772624	9.156181	1.254500	2.035311	-1.270351	9834.285412
46.370000	0.000000	0.000000	1.136285	1.734205	11.362982	0.899262	1.750774	-0.455036	9835.840012
46.375000	0.000000	0.000000	-0.202447	0.687289	12.394052	0.502739	1.363428	0.005091	9836.048752
46.380000	0.000000	0.000000	-0.685603	0.537050	11.927608	0.146844	0.951888	0.185487	9838.383381
46.385000	0.000000	0.000000	-0.624414	1.041558	10.061495	-0.109165	0.584652	0.183609	9838.866796
46.390000	0.000000	0.000000	-0.265180	1.871757	7.304605	-0.244047	0.302074	0.094414	9840.306023
46.395000	0.000000	1.000000	0.225509	2.692648	4.376396	-0.272835	0.112229	-0.008612	9841.206919
46.400000	0.000000	0.000000	0.747419	3.244586	1.918491	-0.231359	0.000059	-0.082547	9843.113064
46.405000	0.000000	0.000000	1.246050	3.397051	0.274027	-0.157330	-0.057838	-0.113792	9843.882124
46.410000	0.000000	0.000000	1.699410	3.157967	-0.566117	-0.077756	-0.081619	-0.109469	9845.799273
46.415000	0.000000	0.000000	2.111295	2.645515	-0.857613	-0.006317	-0.084365	-0.086236	9845.711382
46.420000	0.000000	0.000000	2.503169	2.041600	-0.922567	0.052203	-0.074598	-0.060868	9847.513157
46.425000	0.000000	0.000000	2.903013	1.539968	-0.996317	0.096164	-0.060294	-0.044884	9848.298697
46.430000	0.000000	0.000000	3.337705	1.293614	-1.166814	0.124115	-0.050102	-0.043144	9849.595100
46.435000	0.000000	0.000000	3.830144	1.371522	-1.412279	0.135038	-0.050809	-0.055043	9849.919197
46.440000	0.000000	0.000000	4.391675	1.742109	-1.689820	0.129797	-0.063574	-0.076775	9852.737242
46.445000	0.000000	0.000000	5.006392	2.289653	-2.005145	0.111747	-0.082542	-0.103561	9854.000687
46.450000	0.000000	0.000000	5.616784	2.852160	-2.413712	0.085999	-0.097646	-0.131031	9854.577486
46.455000	0.000000	0.000000	6.119879	3.267265	-2.960056	0.058007	-0.100264	-0.155410	9855.945301
46.460000	0.000000	0.000000	6.384102	3.416293	-3.614530	0.032351	-0.088224	-0.172887	9856.670399
46.465000	0.000000	0.000000	6.294990	3.256168	-4.266058	0.012158	-0.066960	-0.179233	9858.175560
46.470000	0.000000	0.000000	5.815539	2.828706	-4.776103	-0.000813	-0.046129	-0.170498	9859.658731
46.475000	0.000000	0.000000	5.025542	2.239015	-5.048742	-0.005786	-0.033987	-0.144602	9859.905924
46.480000	0.000000	0.000000	4.104404	1.612298	-5.067631	-0.002830	-0.032932	-0.102912	9861.768141
46.485000	0.000000	0.000000	3.259975	1.053811	-4.880741	0.006779	-0.038617	-0.050901	9863.591906
46.490000	0.000000	0.000000	2.653350	0.627522	-4.546968	0.020011	-0.042785	0.002639	9864.306017
46.495000	0.000000	0.000000	2.361904	0.355948	-4.082971	0.032091	-0.037853	0.047811	9865.734257
46.500000	0.000000	0.000000	2.385550	0.233701	-3.452878	0.037560	-0.020355	0.076580	9866.453878
46.505000	0.000000	0.000000	2.677583	0.240959	-2.612410	0.032260	0.008367	0.085348	9867.409706
46.510000	0.000000	0.000000	3.168292	0.352063	-1.570376	0.015604	0.043796	0.076048	9868.272150
46.515000	0.000000	0.000000	3.766918	0.541652	-0.415646	-0.007910	0.080491	0.055208	9870.106884
46.520000	0.000000	0.000000	4.361673	0.786437	0.704661	-0.029186	0.113584	0.031371	9870.886930
46.525000	0.000000	0.000000	4.839059	1.060478	1.626625	-0.037785	0.139274	0.011948	9871.798813
46.530000	0.000000	0.000000	5.117731	1.328976	2.201334	-0.026984	0.154867	0.000734	9872.996340
46.535000	0.000000	0.000000	5.174695	1.548555	2.318495	0.002126	0.158949	-0.002925	9873.633547
46.540000	0.000000	0.000000	5.046342	1.676184	1.937491	0.040404	0.151792	-0.002949	9875.825354
46.545000	0.000000	0.000000	4.806466	1.681890	1.122236	0.074809	0.135546	-0.003959	9877.083323
46.550000	0.000000	0.000000	4.536249	1.560199	0.049086	0.094521	0.113716	-0.008837	9878.484097
46.555000	0.000000	0.000000	4.295416	1.337099	-1.042291	0.095462	0.089972	-0.017682	9879.412458
46.560000	0.000000	0.000000	4.101113	1.066574	-1.945566	0.081119	0.066959	-0.028426	9880.560547
46.565000	0.000000	0.000000	3.927361	0.812417	-2.575422	0.059954	0.045872	-0.038523	9882.378801
46.570000	0.000000	0.000000	3.729272	0.624455	-2.984722	0.041266	0.027004	-0.046793	9882.620509
46.575000	0.000000	0.000000	3.476483	0.527157	-3.297264	0.031392	0.010727	-0.054434	9883.763104
46.580000	0.000000	0.000000	3.174482	0.527922	-3.600858	0.031451	-0.001916	-0.064566	9885.279243
46.585000	0.000000	0.000000	2.862001	0.634202	-3.869967	0.037110	-0.009393	-0.080469	9887.086520
46.590000	0.000000	0.000000	2.592847	0.861974	-3.967038	0.040413	-0.010490	-0.103476	9888.597166
46.595000	0.000000	0.000000	2.421601	1.226086	-3.723186	0.033215	-0.005241	-0.131649	9889.135496
46.600000	0.000000	0.000000	2.393329	1.717563	-3.049765	0.011012	0.004678	-0.159947	9890.684594
46.605000	0.000000	0.000000	2.527441	2.283523	-2.013812	-0.024582	0.016528	-0.181775	9892.057911
46.610000	0.000000	0.000000	2.802021	2.826789	-0.834908	-0.066060	0.027727	-0.191190	9893.513617
46.615000	0.000000	0.000000	3.149724	3.232487	0.191328	-0.102902	0.036904	-0.184865	9894.733116
46.620000	0.000000	0.000000	3.474217	3.410603	0.801262	-0.125623	0.044041	-0.163257	9897.067754
46.625000	0.000000	0.000000	3.689925	3.329876	0.856363	-0.129002	0.049827	-0.130755	9896.430530
46.630000	0.000000	0.000000	3.758488	3.022476	0.393105	-0.113376	0.055094	-0.094858	9897.562139
46.635000	0.000000	0.000000	3.690686	2.559999	-0.383401	-0.084019	0.060916	-0.064429	9900.363695
46.640000	0.000000	0.000000	3.524468	2.022011	-1.166386	-0.049203	0.068837	-0.047300	9900.610896
46.645000	0.000000	0.000000	3.303396	1.478004	-1.658199	-0.017685	0.080502	-0.047999	9901.506290
46.650000	0.000000	0.000000	3.062405	0.985891	-1.679809	0.003608	0.096661	-0.066676	9904.461664
46.655000	0.000000	0.000000	2.824800	0.595816	-1.229353	0.011076	0.116065	-0.099711	9904.368280
46.660000	0.000000	0.000000	2.608923	0.348604	-0.466557	0.004825	0.134949	-0.141364	9907.208289
46.665000	0.000000	0.000000	2.436239	0.270479	0.364319	-0.011968	0.147681	-0.185394	9906.362325
46.670000	0.000000	0.000000	2.332131	0.373249	1.034695	-0.034382	0.148586	-0.225969	9908.691461
46.675000	0.000000	0.000000	2.316027	0.662352	1.409079	-0.057186	0.134215	-0.257933	9909.125429
46.680000	0.000000	0.000000	2.388884	1.140935	1.469499	-0.075877	0.105046	-0.277026	9910.723966
46.685000	0.000000	0.000000	2.527131	1.794667	1.287673	-0.087170	0.065895	-0.280618	9912.009383
46.690000	0.000000	0.000000	2.687728	2.562816	0.967313	-0.089181	0.024922	-0.268837	9912.415886
46.695000	0.000000	0.000000	2.821555	3.323790	0.583344	-0.081466	-0.008428	-0.245166	9913.690317
46.700000	0.000000	0.000000	2.891045	3.919109	0.144066	-0.064900	-0.026044	-0.215771	9914.756008
46.705000	0.000000	0.000000	2.889030	4.209423	-0.402277	-0.041353	-0.023685	-0.187711	9916.239188
46.710000	0.000000	0.000000	2.843471	4.127807	-1.114594	-0.013336	-0.002582	-0.166746	9918.480433
46.715000	0.000000	0.000000	2.799201	3.701164	-1.988785	0.016155	0.030612	-0.155335	9919.007786
46.720000	0.000000	0.000000	2.792113	3.038662	-2.916677	0.043586	0.065619	-0.151522	9920.771117
46.725000	0.000000	0.000000	2.833812	2.300320	-3.706688	0.064866	0.091517	-0.149498	9920.194326
46.730000	0.000000	0.000000	2.907772	1.652760	-4.162792	0.075902	0.100049	-0.142024	9922.094987
46.735000	0.000000	0.000000	2.975683	1.220091	-4.181812	0.074063	0.088215	-0.123638	9922.660791
46.740000	0.000000	0.000000	3.001571	1.050686	-3.813600	0.059928	0.059244	-0.093002	9924.457082
46.745000	0.000000	0.000000	2.985018	1.114777	-3.247423	0.037975	0.021522	-0.053360	9925.176703
46.750000	0.000000	0.000000	2.974907	1.327307	-2.730931	0.015330	-0.014151	-0.011277	9926.352258
46.755000	0.000000	0.000000	3.045694	1.581314	-2.465147	-0.000811	-0.038071	0.025492	9927.873881
46.760000	0.000000	0.000000	3.246963	1.782090	-2.527322	-0.005650	-0.044743	0.050069	9929.895400
46.765000	0.000000	0.000000	3.559579	1.877773	-2.854107	0.002044	-0.034487	0.057903	9930.713890
46.770000	0.000000	0.000000	3.886794	1.876459	-3.285161	0.020168	-0.012909	0.047547	9932.345386
46.775000	0.000000	0.000000	4.085586	1.838407	-3.639788	0.044314	0.011510	0.020958	9932.894711
46.780000	0.000000	0.000000	4.024874	1.846280	-3.789406	0.068895	0.030606	-0.016555	9933.795607
46.785000	0.000000	0.000000	3.644105	1.967429	-3.697345	0.088083	0.039217	-0.056994	9934.674521
46.790000	0.000000	0.000000	2.984292	2.222161	-3.415847	0.096695	0.036590	-0.091288	9936.564204
46.795000	0.000000	0.000000	2.181156	2.572651	-3.049028	0.091328	0.026226	-0.111689	9938.036389
46.800000	0.000000	0.000000	1.425255	2.938588	-2.703340	0.071575	0.014242	-0.114103	9938.453878
46.805000	0.000000	0.000000	0.897884	3.226655	-2.449345	0.040644	0.006897	-0.099359	9939.887620
46.810000	0.000000	0.000000	0.707174	3.361423	-2.309088	0.004777	0.008219	-0.072896	9940.903864
46.815000	0.000000	0.000000	0.857408	3.313283	-2.267885	-0.028415	0.018607	-0.042911	9941.925610
46.820000	0.000000	0.000000	1.260141	3.112255	-2.297541	-0.052142	0.034872	-0.017645	9944.144882
46.825000	0.000000	0.000000	1.772898	2.840621	-2.375879	-0.062413	0.051632	-0.002932	9944.815057
46.830000	0.000000	0.000000	2.248612	2.607674	-2.494013	-0.059137	0.063383	-0.000954	9946.078510
46.835000	0.000000	0.000000	2.580452	2.508884	-2.652282	-0.045920	0.066389	-0.010352	9946.957425
46.840000	0.000000	0.000000	2.730385	2.579992	-2.851690	-0.028602	0.059730	-0.027179	9948.248344
46.845000	0.000000	0.000000	2.733266	2.769671	-3.086570	-0.013126	0.045272	-0.046153	9949.017396
46.850000	0.000000	0.000000	2.673064	2.951665	-3.338283	-0.003708	0.026760	-0.061955	9951.280614
46.855000	0.000000	0.000000	2.641155	2.981293	-3.568395	-0.001950	0.008418	-0.070551	9951.901350
46.860000	0.000000	0.000000	2.696173	2.772692	-3.717843	-0.006878	-0.006476	-0.070401	9953.104370
46.865000	0.000000	0.000000	2.841222	2.348287	-3.723510	-0.015550	-0.016478	-0.063024	9953.955823
46.870000	0.000000	0.000000	3.026938	1.827940	-3.551048	-0.023917	-0.021919	-0.052392	9955.691693
46.875000	0.000000	0.000000	3.178803	1.369291	-3.222949	-0.027877	-0.024018	-0.043255	9956.191576
46.880000	0.000000	0.000000	3.231652	1.093194	-2.818279	-0.024544	-0.023786	-0.039194	9958.004350
46.885000	0.000000	0.000000	3.152226	1.030501	-2.440679	-0.013469	-0.021419	-0.041328	9958.614100
46.890000	0.000000	0.000000	2.945443	1.117826	-2.175807	0.002868	-0.016467	-0.048128	9960.426869
46.895000	0.000000	0.000000	2.650024	1.240554	-2.067476	0.019804	-0.008536	-0.056282	9961.756237
46.900000	0.000000	0.000000	2.328478	1.296234	-2.125033	0.032320	0.002036	-0.062243	9962.492333
46.905000	0.000000	0.000000	2.050704	1.243685	-2.345081	0.037103	0.013915	-0.063897	9964.140308
46.910000	0.000000	0.000000	1.869471	1.114507	-2.714915	0.033795	0.024983	-0.061743	9964.881894
46.915000	0.000000	0.000000	1.795415	0.990053	-3.182768	0.024864	0.032941	-0.059014	9965.788279
46.920000	0.000000	0.000000	1.786087	0.958208	-3.620586	0.014150	0.036147	-0.060380	9967.601053
46.925000	0.000000	0.000000	1.761390	1.072999	-3.827550	0.004904	0.034440	-0.069617	9969.512704
